platform,key,zh,en,status,finding_id,notes
web,essays.toast.saved,文书保存成功,Essay saved successfully,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.selectParagraph,请先选中要改写的段落,Please select a paragraph to rewrite first,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.toast.updated,文书更新成功,Essay updated successfully,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tour.form.step1.desc,搜索目标学校并选择文书题目，标题和题目会自动填充。,Search for your target school and select its specific essay prompt. Title and topic will auto-fill.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tour.form.step1.title,选择学校文书题目,Find Your School's Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tour.form.step2.desc,在这里写文书。大部分 AI 工具在你有初稿后效果更好。,Write your essay here. Most AI tools work best when you have a draft to improve.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tour.form.step2.title,开始写作,Write Your Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tour.page.step1.desc,选择「选择院校题目」为特定学校写文书，或「自由创作」从空白开始。,"Choose ""Find School Essay"" to write for a specific school, or ""Free Write"" to start with a blank canvas.",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tour.page.step1.title,创建你的第一篇文书,Create Your First Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tour.page.step2.desc,你可以随时在这里新建文书。,You can always create more essays here.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tour.page.step2.title,随时新建文书,Create More Essays,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tour.page.step3.desc,先添加目标学校，学校的文书题目就会出现在这里供你写作。,"Add target schools first, then their essay prompts will appear for you to write.",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.tour.page.step3.title,按步骤操作,Follow These Steps,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.updatedAt,更新于,Updated at,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.wordCount,{count} 词,{count} words,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.wordLimitStatus.near,接近上限,Approaching limit,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.wordLimitStatus.over,超出限制,Over limit,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.wordLimitStatus.within,字数达标,Within limit,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,essays.words,词,words,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.addScreenshot,添加截图,Add Screenshot,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.button,反馈,Feedback,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.contentRequired,请输入反馈内容,Please enter feedback content,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.description,帮助我们改进产品,Help us improve the product,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.detailDescription,详细描述,Detailed Description,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.emailLabel,联系邮箱,Email,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.emailPlaceholder,输入你的邮箱,Enter your email,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.error,提交失败，请重试,"Submission failed, please try again",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.placeholder,请描述您的反馈...,Please describe your feedback...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.placeholders.bug,请详细描述您遇到的问题，包括操作步骤和错误信息...,"Please describe the issue in detail, including steps to reproduce and error messages...",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.placeholders.feature,请描述您希望添加的功能或改进建议...,Please describe the feature or improvement you would like to see...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.placeholders.other,请描述您的反馈内容...,Please describe your feedback...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.placeholders.question,请描述您的问题，我们会尽快回复...,"Please describe your question, we will respond as soon as possible...",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.quickLabel,快速反馈,Quick Feedback,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.screenshotInDev,截图功能开发中,Screenshot feature in development,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.selectType,选择反馈类型,Select feedback type,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.submit,提交,Submit,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.submitFailed,提交失败，请重试,"Submission failed, please retry",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.submitting,提交中...,Submitting...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.success,感谢您的反馈！,Thank you for your feedback!,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.successDesc,我们会认真对待每条反馈,We take every feedback seriously,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.successTitle,感谢反馈,Thank You,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.thumbsDownThanks,感谢你的反馈，我们会改进,"Thanks for the feedback, we will improve",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.thumbsUpThanks,感谢你的肯定！,Thanks for the positive feedback!,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.title,发送反馈,Send Feedback,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.types.bug,问题报告,Bug Report,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.types.feature,功能建议,Feature Request,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.types.other,其他,Other,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,feedback.types.question,问题咨询,Question,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,followers.actions.follow,关注,Follow,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,followers.actions.sendMessage,发消息,Message,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,followers.actions.unfollow,取消关注,Unfollow,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,followers.activities,{count} 活动,{count} activities,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,followers.blocked,已屏蔽,Blocked,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,followers.cases,案例,Cases,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,followers.description,管理您的关注和粉丝,Manage your followers and following,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,followers.dialogs.confirm,确认,Confirm,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,followers.dialogs.unblockDesc,确定要取消屏蔽此用户吗？,Are you sure you want to unblock this user?,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,followers.dialogs.unblockTitle,取消屏蔽,Unblock,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
